lineItem/LineItemId,lineItem/UnblendedCost,lineItem/UsageStartDate,product/ServiceCode,product/region,lineItem/UsageAccountId,lineItem/ResourceId,lineItem/UsageType,resourceTags/user:Environment,resourceTags/user:Team,resourceTags/user:Application
id-aws-335,6.00,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-336,8.20,2026-06-26T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-337,7.80,2026-06-26T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-338,12.00,2026-06-26T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-339,48.00,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-340,24.00,2026-06-27T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-341,12.50,2026-06-27T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-342,35.00,2026-06-27T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-343,18.00,2026-06-27T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-344,22.50,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-345,3.60,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-346,2.40,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-347,4.50,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-348,6.00,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-349,8.20,2026-06-27T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-350,7.80,2026-06-27T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-351,12.00,2026-06-27T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
id-aws-352,48.00,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,BoxUsage:m5.xlarge,Production,Frontend,WebSaaS
id-aws-353,24.00,2026-06-28T00:00:00Z,AmazonEC2,us-west-2,123456789012,i-0dev987654321abc0,BoxUsage:t3.xlarge,Development,QA,AdminPortal
id-aws-354,12.50,2026-06-28T00:00:00Z,AmazonS3,us-east-1,123456789012,s3-media-assets,TimedStorage-ByteHrs,Production,Frontend,WebSaaS
id-aws-355,35.00,2026-06-28T00:00:00Z,AmazonRDS,us-east-1,123456789012,rds-mysql-prod,db.m5.large,Production,Backend,WebSaaS
id-aws-356,18.00,2026-06-28T00:00:00Z,AmazonRDS,us-west-2,123456789012,rds-mysql-replica-dev,db.t3.medium,Development,Backend,AdminPortal
id-aws-357,22.50,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,nat-0123456789abcdef0,NatGateway-Hours,Production,Ops,Infrastructure
id-aws-358,3.60,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,eipalloc-01234567,ElasticIP:Idle,Development,Ops,Infrastructure
id-aws-359,2.40,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,PublicIPv4:Charge,Production,Frontend,WebSaaS
id-aws-360,4.50,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,vol-0a1b2c3d4e5f6g7h8,EBS:Volume,Staging,Ops,Infrastructure
id-aws-361,6.00,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,snap-0987654321fedcba,EBS:Snapshot,Production,Ops,Infrastructure
id-aws-362,8.20,2026-06-28T00:00:00Z,AmazonEC2,us-east-1,123456789012,i-0abc123456789def0,DataTransfer-Regional-Bytes,Production,Backend,WebSaaS
id-aws-363,7.80,2026-06-28T00:00:00Z,AmazonCloudWatch,us-east-1,123456789012,log-group-prod-app,CloudWatch-Logs,Production,Backend,WebSaaS
id-aws-364,12.00,2026-06-28T00:00:00Z,AWSELB,us-west-2,123456789012,alb-dev-internal,ElasticLoadBalancing:Idle,Development,Ops,AdminPortal
